symbol,volume,last_price,time,p_change,ch_percentage,extended_hours_price,ehp_percentage
GOOGL,9844739,128.105,1692206064,-1.68,-1.29,,
GOOGL,9845039,128.09,1692206067,-1.69,-1.3,,
GOOGL,9845340,128.08,1692206071,-1.7,-1.31,,
GOOGL,9845344,128.1,1692206075,-1.68,-1.29,,
GOOGL,9845444,128.11,1692206080,-1.67,,,
GOOGL,9846236,128.1,1692206082,-1.68,,,
GOOGL,9846238,,1692206088,,,,
GOOGL,9846335,,1692206097,,,,
GOOGL,9846443,128.11,1692206100,-1.67,,,
GOOGL,9846545,128.1,1692206101,-1.68,,,
GOOGL,9846645,128.095,1692206103,-1.69,-1.3,,
GOOGL,9846862,128.1,1692206106,-1.68,-1.29,,
GOOGL,9846864,,1692206108,,,,
GOOGL,9846965,128.09,1692206109,-1.69,-1.3,,
GOOGL,9847065,128.1,1692206121,-1.68,-1.29,,
GOOGL,9847176,128.09,1692206123,-1.69,-1.3,,
GOOGL,9847580,128.07,1692206125,-1.71,-1.32,,
GOOGL,9847780,,1692206128,,,,
GOOGL,9848182,128.05,1692206131,-1.73,-1.33,,
GOOGL,9848266,,1692206139,,,,
GOOGL,9848267,128.07,1692206142,-1.71,-1.32,,
GOOGL,9848367,128.05,1692206148,-1.73,-1.33,,
GOOGL,9849008,128.055,1692206149,-1.72,,,
GOOGL,9849044,128.05,1692206151,-1.73,,,
GOOGL,9849247,128.02,1692206153,-1.76,-1.36,,
GOOGL,9849347,128.03,1692206159,-1.75,-1.35,,
GOOGL,9849448,,1692206161,,,,
GOOGL,9849451,128.04,1692206165,-1.74,-1.34,,
GOOGL,9849662,128.07,1692206167,-1.71,-1.32,,
GOOGL,9849762,,1692206168,,,,
GOOGL,9849877,,1692206170,,,,
GOOGL,9850077,,1692206172,,,,
GOOGL,9850177,128.08,1692206177,-1.7,-1.31,,
GOOGL,9850639,128.07,1692206179,-1.71,-1.32,,
GOOGL,9850739,128.09,1692206182,-1.69,-1.3,,
GOOGL,9850919,128.1,1692206185,-1.68,-1.29,,
GOOGL,9850922,,1692206186,,,,
GOOGL,9850926,128.11,1692206190,-1.67,,,
GOOGL,9851004,128.12,1692206197,-1.66,-1.28,,
GOOGL,9851032,,1692206199,,,,
GOOGL,9851042,,1692206202,,,,
GOOGL,9851173,128.11,1692206204,-1.67,-1.29,,
GOOGL,9851258,,1692206206,,,,
GOOGL,9851541,128.12,1692206207,-1.66,-1.28,,
GOOGL,9851741,128.14,1692206214,-1.64,-1.26,,
GOOGL,9852042,128.13,1692206217,-1.65,-1.27,,
GOOGL,9852153,,1692206218,,,,
GOOGL,9852181,128.11,1692206220,-1.67,-1.29,,
GOOGL,9852289,128.115,1692206223,-1.66,-1.28,,
GOOGL,9852389,,1692206226,,,,
GOOGL,9852844,128.13,1692206227,-1.65,-1.27,,
GOOGL,9852944,128.1,1692206233,-1.68,-1.29,,
GOOGL,9853077,,1692206234,,,,
GOOGL,9853177,128.09,1692206236,-1.69,-1.3,,
GOOGL,9853277,128.08,1692206241,-1.7,-1.31,,
GOOGL,9853279,128.05,1692206247,-1.73,-1.33,,
GOOGL,9854079,128.045,1692206249,-1.74,-1.34,,
GOOGL,9854173,128.05,1692206253,-1.73,-1.33,,
GOOGL,9854177,,1692206254,,,,
GOOGL,9854178,,1692206258,,,,
GOOGL,9854383,128.04,1692206260,-1.74,-1.34,,
GOOGL,9854483,,1692206265,,,,
GOOGL,9854520,128.03,1692206270,-1.75,-1.35,,
GOOGL,9855521,128.065,1692206274,-1.72,-1.32,,
GOOGL,9855621,128.07,1692206277,-1.71,,,
GOOGL,9855721,128.065,1692206283,-1.72,,,
GOOGL,9855821,128.07,1692206288,-1.71,,,
GOOGL,9856343,128.1,1692206290,-1.68,-1.29,,
GOOGL,9856443,128.105,1692206293,,,,
GOOGL,9856543,128.09,1692206297,-1.69,-1.3,,
GOOGL,9856546,128.08,1692206299,-1.7,-1.31,,
GOOGL,9856845,128.065,1692206301,-1.72,-1.32,,
GOOGL,9856846,128.06,1692206309,,-1.33,,
GOOGL,9856847,128.05,1692206311,-1.73,,,
GOOGL,9856850,,1692206312,,,,
GOOGL,9856851,128.03,1692206314,-1.75,-1.35,,
GOOGL,9857151,128.04,1692206317,-1.74,-1.34,,
GOOGL,9857351,128.05,1692206319,-1.73,-1.33,,
GOOGL,9857561,,1692206320,,,,
GOOGL,9857661,128.03,1692206325,-1.75,-1.35,,
GOOGL,9857761,128.02,1692206327,-1.76,-1.36,,
GOOGL,9857861,,1692206329,,,,
GOOGL,9857863,128.03,1692206333,-1.75,-1.35,,
GOOGL,9857866,,1692206335,,,,
GOOGL,9857871,128.025,1692206340,,,,
GOOGL,9858294,128.03,1692206341,,,,
GOOGL,9858394,128.02,1692206342,-1.76,-1.36,,
GOOGL,9858430,128.015,1692206349,-1.77,,,
GOOGL,9858740,128.01,1692206351,,,,
GOOGL,9858851,,1692206354,,,,
GOOGL,9858926,128.05,1692206360,-1.73,-1.33,,
GOOGL,9858996,,1692206363,,,,
GOOGL,9858998,128.025,1692206367,-1.75,-1.35,,
GOOGL,9859098,128.015,1692206370,-1.77,-1.36,,
GOOGL,9859107,,1692206380,,,,
GOOGL,9859207,128.03,1692206384,-1.75,-1.35,,
GOOGL,9859406,128.025,1692206386,,,,
GOOGL,9859407,,1692206392,,,,
GOOGL,9859447,128.01,1692206399,-1.77,-1.36,,
GOOGL,9859564,128.015,1692206402,,,,
GOOGL,9859733,128.02,1692206405,-1.76,,,
GOOGL,9859903,,1692206407,,,,
GOOGL,9860003,128.0,1692206410,-1.78,-1.37,,
GOOGL,9860503,128.01,1692206412,-1.77,-1.36,,
GOOGL,9860504,128.015,1692206416,,,,
GOOGL,9860507,,1692206417,,,,
GOOGL,9860515,128.02,1692206419,-1.76,,,
GOOGL,9860565,,1692206420,,,,
GOOGL,9860765,128.01,1692206425,-1.77,,,
GOOGL,9861375,128.0,1692206426,-1.78,-1.37,,
GOOGL,9861475,,1692206431,,,,
GOOGL,9861532,127.995,1692206432,,-1.38,,
GOOGL,9861542,127.985,1692206435,-1.8,,,
GOOGL,9861802,127.96,1692206438,-1.82,-1.4,,
GOOGL,9861902,127.98,1692206439,-1.8,-1.39,,
GOOGL,9861910,,1692206445,,,,
GOOGL,9861934,,1692206449,,,,
GOOGL,9862049,127.99,1692206453,-1.79,-1.38,,
GOOGL,9862149,128.0,1692206457,-1.78,-1.37,,
GOOGL,9862450,127.98,1692206459,-1.8,-1.39,,
GOOGL,9862756,127.975,1692206462,-1.81,,,
GOOGL,9862757,127.99,1692206470,-1.79,-1.38,,
GOOGL,9863091,127.98,1692206472,-1.8,-1.39,,
GOOGL,9863125,,1692206475,,,,
GOOGL,9863170,128.0,1692206478,-1.78,-1.37,,
GOOGL,9863574,128.01,1692206479,-1.77,-1.36,,
GOOGL,9863597,,1692206482,,,,
GOOGL,9863797,128.04,1692206484,-1.74,-1.34,,
GOOGL,9863897,128.05,1692206486,-1.73,-1.33,,
GOOGL,9864297,128.07,1692206490,-1.71,-1.32,,
GOOGL,9864397,,1692206492,,,,
GOOGL,9864546,,1692206494,,,,
GOOGL,9864890,,1692206496,,,,
GOOGL,9864900,128.075,1692206503,,-1.31,,
GOOGL,9865015,128.09,1692206506,-1.69,-1.3,,
GOOGL,9865215,128.08,1692206508,-1.7,-1.31,,
GOOGL,9865231,128.09,1692206510,-1.69,-1.3,,
GOOGL,9865481,128.1,1692206513,-1.68,-1.29,,
GOOGL,9865781,128.095,1692206514,-1.69,-1.3,,
GOOGL,9865786,128.11,1692206516,-1.67,-1.29,,
GOOGL,9865887,128.12,1692206519,-1.66,-1.28,,
GOOGL,9865890,,1692206521,,,,
GOOGL,9865990,,1692206524,,,,
GOOGL,9866097,128.115,1692206526,,,,
GOOGL,9867247,128.13,1692206528,-1.65,-1.27,,
GOOGL,9867347,128.14,1692206535,-1.64,-1.26,,
GOOGL,9867351,,1692206536,,,,
GOOGL,9867451,,1692206538,,,,
GOOGL,9868476,128.12,1692206541,-1.66,-1.28,,
GOOGL,9868676,,1692206542,,,,
GOOGL,9868776,,1692206545,,,,
GOOGL,9868915,128.13,1692206547,-1.65,-1.27,,
GOOGL,9869097,128.12,1692206549,-1.66,-1.28,,
GOOGL,9869197,128.13,1692206551,-1.65,-1.27,,
GOOGL,9869332,128.135,1692206553,,,,
GOOGL,9869432,128.14,1692206556,-1.64,-1.26,,
GOOGL,9869433,128.145,1692206560,-1.63,,,
GOOGL,9869833,128.15,1692206564,,,,
GOOGL,9869897,128.14,1692206565,-1.64,,,
GOOGL,9869997,128.13,1692206568,-1.65,-1.27,,
GOOGL,9870008,,1692206573,,,,
GOOGL,9870297,,1692206575,,,,
GOOGL,9870397,,1692206577,,,,
GOOGL,9870521,,1692206580,,,,
GOOGL,9870740,128.14,1692206581,-1.64,-1.26,,
GOOGL,9870792,128.13,1692206584,-1.65,-1.27,,
GOOGL,9870794,,1692206585,,,,
GOOGL,9870894,128.14,1692206589,-1.64,-1.26,,
GOOGL,9870994,,1692206593,,,,
GOOGL,9871094,128.12,1692206598,-1.66,-1.28,,
GOOGL,9871295,128.11,1692206602,-1.67,-1.29,,
GOOGL,9871368,128.12,1692206604,-1.66,-1.28,,
GOOGL,9871369,128.125,1692206606,,,,
GOOGL,9871469,128.11,1692206612,-1.67,-1.29,,
GOOGL,9871537,128.1,1692206617,-1.68,,,
GOOGL,9872277,,1692206618,,,,
GOOGL,9872324,128.11,1692206624,-1.67,,,
GOOGL,9872377,,1692206629,,,,
GOOGL,9872379,128.1,1692206634,-1.68,,,
GOOGL,9872411,,1692206635,,,,
GOOGL,9872435,,1692206637,,,,
GOOGL,9872445,,1692206638,,,,
GOOGL,9872517,,1692206640,,,,
GOOGL,9872769,128.12,1692206643,-1.66,-1.28,,
GOOGL,9872968,,1692206645,,,,
GOOGL,9873068,128.13,1692206647,-1.65,-1.27,,
GOOGL,9873168,128.135,1692206649,,,,
GOOGL,9873268,128.13,1692206656,,,,
GOOGL,9873269,128.14,1692206659,-1.64,-1.26,,
GOOGL,9873270,128.145,1692206668,-1.63,,,
GOOGL,9873274,128.15,1692206670,,,,
GOOGL,9873374,128.14,1692206672,-1.64,,,
GOOGL,9873582,128.13,1692206673,-1.65,-1.27,,
GOOGL,9873585,,1692206676,,,,
GOOGL,9873647,,1692206678,,,,
GOOGL,9873648,128.135,1692206682,,,,
GOOGL,9873650,128.14,1692206685,-1.64,-1.26,,
GOOGL,9873653,,1692206688,,,,
GOOGL,9873655,128.135,1692206689,-1.65,-1.27,,
GOOGL,9873679,128.14,1692206698,-1.64,-1.26,,
GOOGL,9873779,128.13,1692206710,-1.65,-1.27,,
GOOGL,9873906,128.12,1692206712,-1.66,-1.28,,
GOOGL,9874006,,1692206715,,,,
GOOGL,9874007,,1692206719,,,,
GOOGL,9874320,128.1,1692206720,-1.68,-1.29,,
GOOGL,9874420,,1692206721,,,,
GOOGL,9874441,128.11,1692206723,-1.67,,,
GOOGL,9874520,,1692206726,,,,
GOOGL,9874620,,1692206729,,,,
GOOGL,9874720,128.13,1692206731,-1.65,-1.27,,
GOOGL,9874721,128.11,1692206739,-1.67,-1.29,,
GOOGL,9874724,,1692206744,,,,
GOOGL,9874735,128.13,1692206749,-1.65,-1.27,,
GOOGL,9874830,128.135,1692206753,,,,
GOOGL,9876273,128.13,1692206754,,,,
GOOGL,9876274,,1692206758,,,,
GOOGL,9876374,128.12,1692206760,-1.66,-1.28,,
GOOGL,9876485,128.11,1692206763,-1.67,-1.29,,
GOOGL,9876585,128.1,1692206768,-1.68,,,
GOOGL,9876685,,1692206769,,,,
GOOGL,9876785,,1692206773,,,,
GOOGL,9876941,128.11,1692206774,-1.67,,,
GOOGL,9876961,128.12,1692206776,-1.66,-1.28,,
GOOGL,9877061,,1692206778,,,,
GOOGL,9877071,128.135,1692206781,-1.65,-1.27,,
GOOGL,9877111,,1692206785,,,,
GOOGL,9877121,128.14,1692206789,-1.64,-1.26,,
GOOGL,9877313,128.15,1692206792,-1.63,,,
GOOGL,9877587,128.155,1692206793,,-1.25,,
GOOGL,9877590,128.14,1692206799,-1.64,-1.26,,
GOOGL,9877596,,1692206800,,,,
GOOGL,9877696,128.13,1692206801,-1.65,-1.27,,
GOOGL,9877697,128.12,1692206802,-1.66,-1.28,,
GOOGL,9877797,,1692206806,,,,
GOOGL,9877897,,1692206809,,,,
GOOGL,9877917,128.115,1692206812,,,,
GOOGL,9878249,128.13,1692206814,-1.65,-1.27,,
GOOGL,9878467,,1692206815,,,,
GOOGL,9878567,128.14,1692206820,-1.64,-1.26,,
GOOGL,9879033,128.13,1692206822,-1.65,-1.27,,
GOOGL,9879180,128.14,1692206825,-1.64,-1.26,,
GOOGL,9879307,,1692206826,,,,
GOOGL,9879407,128.16,1692206835,-1.62,-1.25,,
GOOGL,9879907,,1692206836,,,,
GOOGL,9879911,,1692206839,,,,
GOOGL,9880160,128.17,1692206841,-1.61,-1.24,,
GOOGL,9880169,,1692206844,,,,
GOOGL,9880178,,1692206846,,,,
GOOGL,9880207,128.18,1692206849,-1.6,-1.23,,
GOOGL,9880257,128.17,1692206853,-1.61,-1.24,,
GOOGL,9880360,128.16,1692206854,-1.62,-1.25,,
GOOGL,9880361,128.15,1692206856,-1.63,-1.26,,
GOOGL,9880392,,1692206857,,,,
GOOGL,9880492,,1692206863,,,,
GOOGL,9880592,128.14,1692206866,-1.64,,,
GOOGL,9880692,128.13,1692206868,-1.65,-1.27,,
GOOGL,9880790,,1692206872,,,,
GOOGL,9880804,128.135,1692206875,,,,
GOOGL,9881004,128.14,1692206877,-1.64,-1.26,,
GOOGL,9881026,,1692206879,,,,
GOOGL,9881027,,1692206881,,,,
GOOGL,9881127,128.12,1692206883,-1.66,-1.28,,
GOOGL,9881135,,1692206890,,,,
GOOGL,9881835,128.13,1692206893,-1.65,-1.27,,
GOOGL,9882035,128.14,1692206894,-1.64,-1.26,,
GOOGL,9882135,128.13,1692206898,-1.65,-1.27,,
GOOGL,9882235,,1692206899,,,,
GOOGL,9882236,128.125,1692206902,-1.66,-1.28,,
GOOGL,9882330,128.14,1692206906,-1.64,-1.26,,
GOOGL,9882779,128.15,1692206908,-1.63,,,
GOOGL,9882780,128.14,1692206919,-1.64,,,
GOOGL,9882787,128.145,1692206925,-1.63,,,
GOOGL,9882832,128.14,1692206934,-1.64,,,
GOOGL,9883542,128.15,1692206936,-1.63,,,
GOOGL,9883642,,1692206942,,,,
GOOGL,9883742,128.16,1692206945,-1.62,-1.25,,
GOOGL,9883743,128.155,1692206949,-1.63,,,
GOOGL,9883746,,1692206950,,,,
GOOGL,9883846,128.16,1692206952,-1.62,,,
GOOGL,9884048,,1692206953,,,,
GOOGL,9884148,,1692206957,,,,
GOOGL,9884198,,1692206958,,,,
GOOGL,9884298,,1692206963,,,,
GOOGL,9884380,,1692206965,,,,
GOOGL,9884382,,1692206968,,,,
GOOGL,9884386,,1692206972,,,,
GOOGL,9884640,,1692206974,,,,
GOOGL,9884740,,1692206980,,,,
GOOGL,9884938,128.15,1692206982,-1.63,-1.26,,
GOOGL,9885038,128.17,1692206984,-1.61,-1.24,,
GOOGL,9885239,,1692206987,,,,
GOOGL,9885339,128.18,1692206990,-1.6,-1.23,,
GOOGL,9885849,128.17,1692206992,-1.61,-1.24,,
GOOGL,9885899,128.2,1692206995,-1.58,-1.22,,
GOOGL,9885919,128.21,1692206996,-1.57,-1.21,,
GOOGL,9885929,128.2,1692207000,-1.58,-1.22,,
GOOGL,10342753,128.18,1692207002,-1.6,-1.23,,
GOOGL,10342775,128.17,1692207005,-1.61,-1.24,,
GOOGL,10342883,128.16,1692207007,-1.62,-1.25,,
GOOGL,10342965,128.15,1692207010,-1.63,-1.26,,
GOOGL,10343063,,1692207012,,,,
GOOGL,10343163,128.16,1692207015,-1.62,-1.25,,
GOOGL,10343496,128.19,1692207018,-1.59,-1.23,,
GOOGL,10343615,128.2,1692207020,-1.58,-1.22,,
GOOGL,10343707,128.19,1692207021,-1.59,-1.23,,
GOOGL,10343708,128.18,1692207025,-1.6,,,
GOOGL,10343818,,1692207028,,,,
GOOGL,10343876,,1692207030,,,,
GOOGL,10343976,128.17,1692207033,-1.61,-1.24,,
GOOGL,10343985,,1692207037,,,,
GOOGL,10345134,128.14,1692207039,-1.64,-1.26,,
GOOGL,10345135,128.18,1692207047,-1.6,-1.23,,
GOOGL,10345238,,1692207050,,,,
GOOGL,10345342,,1692207052,,,,
GOOGL,10345358,128.19,1692207055,-1.59,,,
GOOGL,10345567,128.2,1692207057,-1.58,-1.22,,
GOOGL,10345714,128.19,1692207059,-1.59,-1.23,,
GOOGL,10345814,,1692207063,,,,
GOOGL,10345831,128.18,1692207065,-1.6,,,
GOOGL,10345866,128.175,1692207067,,-1.24,,
GOOGL,10345966,128.17,1692207069,-1.61,,,
GOOGL,10346474,,1692207070,,,,
GOOGL,10346503,,1692207073,,,,
GOOGL,10346515,,1692207074,,,,
GOOGL,10346615,128.18,1692207079,-1.6,-1.23,,
GOOGL,10346715,,1692207081,,,,
GOOGL,10346815,128.19,1692207084,-1.59,,,
GOOGL,10347015,128.2,1692207085,-1.58,-1.22,,
GOOGL,10347019,128.19,1692207089,-1.59,-1.23,,
GOOGL,10347093,128.18,1692207092,-1.6,,,
GOOGL,10347429,128.17,1692207095,-1.61,-1.24,,
GOOGL,10347430,128.15,1692207099,-1.63,-1.26,,
GOOGL,10347480,128.14,1692207101,-1.64,,,
GOOGL,10347580,,1692207103,,,,
GOOGL,10347581,128.15,1692207105,-1.63,,,
GOOGL,10347681,,1692207109,,,,
GOOGL,10347781,,1692207113,,,,
GOOGL,10347791,128.155,1692207118,,-1.25,,
GOOGL,10347891,128.16,1692207123,-1.62,,,
GOOGL,10347907,128.15,1692207126,-1.63,-1.26,,
GOOGL,10347908,128.17,1692207128,-1.61,-1.24,,
GOOGL,10347958,,1692207131,,,,
GOOGL,10348086,,1692207132,,,,
GOOGL,10348096,,1692207134,,,,
GOOGL,10348100,,1692207140,,,,
GOOGL,10348556,,1692207141,,,,
GOOGL,10348560,128.18,1692207144,-1.6,-1.23,,
GOOGL,10348660,,1692207146,,,,
GOOGL,10348760,128.195,1692207149,-1.59,-1.22,,
GOOGL,10348827,128.23,1692207151,-1.55,-1.19,,
GOOGL,10348831,128.22,1692207153,-1.56,-1.2,,
GOOGL,10349331,,1692207155,,,,
GOOGL,10349333,128.23,1692207160,-1.55,-1.19,,
GOOGL,10349585,128.25,1692207163,-1.53,-1.18,,
GOOGL,10350390,,1692207165,,,,
GOOGL,10350490,128.24,1692207167,-1.54,-1.19,,
GOOGL,10351103,,1692207170,,,,
GOOGL,10351104,128.25,1692207174,-1.53,-1.18,,
GOOGL,10351304,128.24,1692207177,-1.54,-1.19,,
GOOGL,10351407,,1692207179,,,,
GOOGL,10351647,128.21,1692207180,-1.57,-1.21,,
GOOGL,10351747,128.225,1692207186,-1.56,-1.2,,
GOOGL,10351847,128.23,1692207188,-1.55,-1.19,,
GOOGL,10351947,,1692207190,,,,
GOOGL,10352051,128.24,1692207193,-1.54,,,
GOOGL,10352078,,1692207195,,,,
GOOGL,10352178,128.23,1692207198,-1.55,,,
GOOGL,10352283,128.22,1692207201,-1.56,-1.2,,
GOOGL,10352383,,1692207205,,,,
GOOGL,10352483,,1692207207,,,,
GOOGL,10352485,128.23,1692207215,-1.55,-1.19,,
GOOGL,10352496,,1692207217,,,,
GOOGL,10352596,128.24,1692207226,-1.54,,,
GOOGL,10352672,,1692207228,,,,
GOOGL,10352680,128.23,1692207231,-1.55,,,
GOOGL,10352772,,1692207233,,,,
GOOGL,10352822,128.22,1692207235,-1.56,-1.2,,
GOOGL,10353073,128.23,1692207237,-1.55,-1.19,,
GOOGL,10353173,128.21,1692207240,-1.57,-1.21,,
GOOGL,10353177,128.2,1692207241,-1.58,-1.22,,
GOOGL,10353227,,1692207244,,,,
GOOGL,10353331,128.21,1692207245,-1.57,-1.21,,
GOOGL,10353431,,1692207246,,,,
GOOGL,10353481,,1692207252,,,,
GOOGL,10353482,,1692207259,,,,
GOOGL,10354072,128.23,1692207262,-1.55,-1.19,,
GOOGL,10354289,,1692207263,,,,
GOOGL,10354339,128.24,1692207265,-1.54,,,
GOOGL,10354443,128.25,1692207266,-1.53,-1.18,,
GOOGL,10354543,128.22,1692207272,-1.56,-1.2,,
GOOGL,10354743,,1692207276,,,,
GOOGL,10354843,128.215,1692207281,,-1.21,,
GOOGL,10354855,128.2,1692207292,-1.58,-1.22,,
GOOGL,10354955,,1692207296,,,,
GOOGL,10355355,,1692207304,,,,
GOOGL,10355455,128.17,1692207306,-1.61,-1.24,,
GOOGL,10357505,,1692207308,,,,
GOOGL,10358082,128.15,1692207311,-1.63,-1.26,,
GOOGL,10358958,128.16,1692207313,-1.62,-1.25,,
GOOGL,10359028,128.14,1692207320,-1.64,-1.26,,
GOOGL,10359828,128.145,1692207321,-1.63,,,
GOOGL,10359829,128.14,1692207325,-1.64,,,
GOOGL,10359832,,1692207327,,,,
GOOGL,10359932,128.16,1692207329,-1.62,-1.25,,
GOOGL,10359951,,1692207331,,,,
GOOGL,10360051,128.17,1692207333,-1.61,-1.24,,
GOOGL,10360551,,1692207335,,,,
GOOGL,10360651,128.18,1692207337,-1.6,-1.23,,
GOOGL,10360751,128.15,1692207348,-1.63,-1.26,,
GOOGL,10362242,,1692207350,,,,
GOOGL,10362492,128.14,1692207351,-1.64,,,
GOOGL,10362592,,1692207353,,,,
GOOGL,10362606,,1692207354,,,,
GOOGL,10362698,,1692207356,,,,
GOOGL,10364411,128.12,1692207359,-1.66,-1.28,,
GOOGL,10364769,128.13,1692207361,-1.65,-1.27,,
GOOGL,10364969,,1692207363,,,,
GOOGL,10365069,,1692207365,,,,
GOOGL,10365369,,1692207368,,,,
GOOGL,10365748,128.14,1692207370,-1.64,-1.26,,
GOOGL,10366978,,1692207372,,,,
GOOGL,10367379,,1692207374,,,,
GOOGL,10367516,128.15,1692207375,-1.63,,,
GOOGL,10367616,128.14,1692207377,-1.64,,,
GOOGL,10367808,128.13,1692207380,-1.65,-1.27,,
GOOGL,10368100,,1692207382,,,,
GOOGL,10368200,,1692207384,,,,
GOOGL,10368648,128.16,1692207386,-1.62,-1.25,,
GOOGL,10369074,128.18,1692207387,-1.6,-1.23,,
GOOGL,10369075,128.2,1692207390,-1.58,-1.22,,
GOOGL,10369084,,1692207393,,,,
GOOGL,10369134,128.21,1692207396,-1.57,-1.21,,
GOOGL,10369437,128.22,1692207398,-1.56,-1.2,,
GOOGL,10369537,128.21,1692207399,-1.57,-1.21,,
GOOGL,10369870,128.2,1692207402,-1.58,-1.22,,
GOOGL,10370151,128.19,1692207403,-1.59,-1.23,,
GOOGL,10370251,128.2,1692207410,-1.58,-1.22,,
GOOGL,10370351,128.21,1692207413,-1.57,-1.21,,
GOOGL,10370451,,1692207416,,,,
GOOGL,10370452,128.22,1692207419,-1.56,-1.2,,
GOOGL,10370574,128.205,1692207421,-1.57,-1.21,,
GOOGL,10371274,128.22,1692207424,-1.56,-1.2,,
GOOGL,10371374,,1692207429,,,,
GOOGL,10371474,128.21,1692207435,-1.57,-1.21,,
GOOGL,10371976,128.2,1692207438,-1.58,-1.22,,
GOOGL,10372076,,1692207439,,,,
GOOGL,10372176,128.21,1692207441,-1.57,-1.21,,
GOOGL,10372241,128.22,1692207444,-1.56,-1.2,,
GOOGL,10372276,,1692207446,,,,
GOOGL,10372284,128.21,1692207449,-1.57,-1.21,,
GOOGL,10372376,,1692207450,,,,
GOOGL,10372476,128.2,1692207452,-1.58,-1.22,,
GOOGL,10372926,128.21,1692207454,-1.57,-1.21,,
GOOGL,10373026,,1692207459,,,,
GOOGL,10373067,128.22,1692207462,-1.56,-1.2,,
GOOGL,10373266,128.24,1692207465,-1.54,-1.19,,
GOOGL,10373891,128.25,1692207467,-1.53,-1.18,,
GOOGL,10374691,,1692207470,,,,
GOOGL,10374692,128.24,1692207473,-1.54,-1.19,,
GOOGL,10374721,128.235,1692207475,,,,
GOOGL,10374821,128.23,1692207476,-1.55,,,
GOOGL,10375217,128.22,1692207478,-1.56,-1.2,,
GOOGL,10375417,,1692207480,,,,
GOOGL,10375425,128.21,1692207483,-1.57,-1.21,,
GOOGL,10375843,128.19,1692207486,-1.59,-1.23,,
GOOGL,10375938,,1692207488,,,,
GOOGL,10375939,128.2,1692207491,-1.58,-1.22,,
GOOGL,10376140,,1692207492,,,,
GOOGL,10376175,128.19,1692207496,-1.59,-1.23,,
GOOGL,10376252,128.18,1692207499,-1.6,,,
GOOGL,10377057,128.15,1692207501,-1.63,-1.26,,
GOOGL,10377496,128.14,1692207503,-1.64,,,
GOOGL,10377588,,1692207506,,,,
GOOGL,10377688,,1692207511,,,,
GOOGL,10377892,128.13,1692207513,-1.65,-1.27,,
GOOGL,10377992,,1692207514,,,,
GOOGL,10377997,,1692207516,,,,
GOOGL,10378007,,1692207518,,,,
GOOGL,10378991,,1692207519,,,,
GOOGL,10379041,128.15,1692207522,-1.63,-1.26,,
GOOGL,10379241,,1692207524,,,,
GOOGL,10379642,,1692207528,,,,
GOOGL,10379742,,1692207532,,,,
GOOGL,10379942,128.14,1692207534,-1.64,,,
GOOGL,10380042,,1692207536,,,,
GOOGL,10380170,,1692207539,,,,
GOOGL,10380174,,1692207541,,,,
GOOGL,10380175,128.15,1692207544,-1.63,,,
GOOGL,10380587,,1692207547,,,,
GOOGL,10380687,,1692207550,,,,
GOOGL,10380986,128.18,1692207552,-1.6,-1.23,,
GOOGL,10381001,128.19,1692207554,-1.59,,,
GOOGL,10381058,128.2,1692207557,-1.58,-1.22,,
GOOGL,10381309,,1692207559,,,,
GOOGL,10381709,,1692207560,,,,
GOOGL,10381809,,1692207562,,,,
GOOGL,10382009,128.19,1692207563,-1.59,-1.23,,
GOOGL,10382109,,1692207571,,,,
GOOGL,10382118,,1692207573,,,,
GOOGL,10382128,128.2,1692207580,-1.58,-1.22,,
GOOGL,10382228,128.195,1692207582,-1.59,,,
GOOGL,10382420,128.22,1692207584,-1.56,-1.2,,
GOOGL,10382434,128.225,1692207586,,,,
GOOGL,10382600,128.24,1692207589,-1.54,-1.19,,
GOOGL,10383300,,1692207590,,,,
GOOGL,10383400,,1692207592,,,,
GOOGL,10384620,128.22,1692207595,-1.56,-1.2,,
GOOGL,10385040,128.2,1692207597,-1.58,-1.22,,
GOOGL,10385638,128.21,1692207599,-1.57,-1.21,,
GOOGL,10385643,128.23,1692207604,-1.55,-1.19,,
GOOGL,10386011,128.24,1692207608,-1.54,,,
GOOGL,10386111,,1692207609,,,,
GOOGL,10386211,,1692207611,,,,
GOOGL,10386286,,1692207614,,,,
GOOGL,10386367,128.25,1692207618,-1.53,-1.18,,
GOOGL,10386545,,1692207620,,,,
GOOGL,10387672,128.26,1692207621,-1.52,-1.17,,
GOOGL,10387673,,1692207622,,,,
GOOGL,10388435,128.28,1692207625,-1.5,-1.16,,
GOOGL,10388535,128.27,1692207630,-1.51,,,
GOOGL,10388752,,1692207631,,,,
GOOGL,10388822,128.29,1692207633,-1.49,-1.15,,
GOOGL,10389144,128.285,1692207635,-1.5,,,
GOOGL,10389281,128.28,1692207637,,-1.16,,
GOOGL,10389282,,1692207640,,,,
GOOGL,10390182,128.3,1692207644,-1.48,-1.14,,
GOOGL,10390669,128.305,1692207646,-1.47,,,
GOOGL,10390769,128.31,1692207647,,-1.13,,
GOOGL,10391073,128.33,1692207648,-1.45,-1.12,,
GOOGL,10391617,128.31,1692207650,-1.47,-1.13,,
GOOGL,10391717,,1692207654,,,,
GOOGL,10391848,,1692207656,,,,
GOOGL,10391850,128.315,1692207661,,,,
GOOGL,10391857,128.31,1692207663,,,,
GOOGL,10391950,,1692207665,,,,
