Roi,Fast Period,Slow Period,devfactor
0.0756666666666666,55,109,1.5
0.0748333333333333,55,110,1.5
0.08975,55,110,2.0
0.0806,55,111,1.5
0.0808,55,112,1.5
0.0818,55,114,1.5
0.0746666666666666,55,116,1.5
0.0713333333333333,55,116,2.0
0.0842499999999999,55,117,2.0
0.0865,55,124,2.0
0.0756,55,124,1.5
0.0758,55,125,1.5
0.0795999999999999,55,127,1.5
0.0871999999999999,55,131,1.5
0.0735,55,132,1.5
0.07875,55,139,1.5
0.0856666666666666,55,152,1.5
0.089,55,177,1.5
0.0885,90,132,2.0
0.075,92,151,2.0
0.0703333333333333,90,167,2.0
0.0726666666666666,91,98,1.5
0.0716666666666666,91,111,1.5
0.0757999999999999,91,98,2.0
0.0711666666666666,91,99,1.5
0.0825,91,99,2.0
0.0732,91,100,1.5
0.0843333333333333,91,100,2.0
0.0833333333333333,91,101,1.5
0.089,91,101,2.0
0.0883333333333333,91,102,1.5
0.0834,91,103,2.0
0.0923333333333333,91,109,2.0
0.0756666666666666,91,115,2.0
0.0713333333333333,92,166,2.0
0.071,93,97,2.0
0.0738,92,94,2.0
0.0741999999999999,92,103,2.0
0.0832,92,104,2.0
0.0838,92,105,2.0
0.0896,92,106,2.0
0.095,92,117,2.0
0.0755,93,155,2.0
0.0826666666666666,93,106,2.0
0.08575,93,107,2.0
0.0744,93,111,2.0
0.0743333333333333,93,113,1.5
0.0835,58,109,1.5
0.091,56,61,2.0
0.0796666666666666,56,141,1.5
0.0741666666666666,56,64,1.5
0.1013333333333333,56,64,2.0
0.0714,56,65,2.0
0.0743333333333333,56,66,1.5
0.0911999999999999,56,66,2.0
0.0785,58,67,2.0
0.0708,56,75,2.0
0.09075,56,68,2.0
0.0776,58,83,2.0
0.0725,58,81,2.0
0.0705,58,149,1.5
0.07675,56,74,2.0
0.0783333333333333,56,81,2.0
0.0772,56,82,2.0
0.0861666666666666,56,87,1.5
0.0774,56,83,2.0
0.09025,57,124,1.5
0.0853333333333333,57,112,2.0
0.092,56,86,2.0
0.0851666666666666,56,86,1.5
0.0775,58,156,2.0
0.09275,56,87,2.0
0.096,56,89,1.5
0.093,57,86,2.0
0.071,57,70,2.0
0.07025,56,94,2.0
0.0773333333333333,56,105,2.0
0.072,56,102,2.0
0.0818,56,102,1.5
0.0825,58,103,1.5
0.0826666666666666,58,95,2.0
0.0895,56,104,2.0
0.081,57,62,2.0
0.09425,56,106,2.0
0.0935,58,136,2.0
0.0931999999999999,56,107,1.5
0.0945,57,108,2.0
0.08175,57,108,1.5
0.0846666666666666,56,113,2.0
0.0736666666666666,56,114,1.5
0.0723333333333333,56,114,2.0
0.0827499999999999,56,115,2.0
0.0832499999999999,56,116,2.0
0.084,58,141,2.0
0.0726666666666666,57,117,2.0
0.0781666666666666,56,118,1.5
0.0713333333333333,56,118,2.0
0.0916,56,119,1.5
0.0743333333333333,58,120,2.0
0.09,57,127,1.5
0.074,56,121,2.0
0.0746666666666666,57,119,2.0
0.07525,56,124,1.5
0.0877999999999999,56,125,1.5
0.0848333333333333,56,126,1.5
0.0736666666666666,58,112,2.0
0.0756,56,127,1.5
0.0733333333333333,56,128,2.0
0.0873999999999999,56,129,1.5
0.08625,56,129,2.0
0.0833333333333333,58,131,2.0
0.091,56,135,2.0
0.0838,56,137,1.5
0.0906666666666666,56,137,2.0
0.07875,56,139,1.5
0.0703999999999999,57,63,2.0
0.0778333333333333,57,64,2.0
0.08875,57,66,2.0
0.0778,57,84,1.5
0.0715,57,72,2.0
0.0782,58,84,1.5
0.0878,57,73,2.0
0.0702,57,76,2.0
0.0735,57,80,2.0
0.0718333333333333,57,81,2.0
0.0885,57,82,1.5
0.0838333333333333,57,85,1.5
0.09325,58,84,2.0
0.0724,57,88,2.0
0.078,58,157,2.0
0.0816666666666666,58,169,1.5
0.0818333333333333,58,99,1.5
0.086,57,111,2.0
0.0863333333333333,57,104,1.5
0.0845,57,105,1.5
0.082,58,168,1.5
0.08325,57,109,1.5
0.0758,57,112,1.5
0.0837499999999999,57,120,1.5
0.0756666666666666,58,117,2.0
0.0958333333333333,57,123,1.5
0.0883333333333333,57,125,1.5
0.0836666666666666,58,145,2.0
0.0919999999999999,57,137,2.0
0.0923333333333333,57,138,2.0
0.0718,58,62,2.0
0.0778333333333333,58,64,1.5
0.1058333333333333,58,64,2.0
0.0802,58,66,2.0
0.089,58,68,2.0
0.098,58,69,2.0
0.0894,58,70,2.0
0.0901666666666666,58,71,1.5
0.08725,58,71,2.0
0.0832,58,72,2.0
0.0748,58,74,2.0
0.0758333333333333,58,78,1.5
0.0721666666666666,58,80,2.0
0.0728333333333333,58,82,2.0
0.0789999999999999,58,110,1.5
0.08475,58,86,2.0
0.077,58,87,2.0
0.0742,58,90,2.0
0.0813333333333333,58,98,1.5
0.0821666666666666,58,102,1.5
0.0862,58,104,1.5
0.0784,58,105,1.5
0.08225,58,108,1.5
0.0753333333333333,58,114,2.0
0.0755,58,120,1.5
0.0843333333333333,58,122,2.0
0.0732,58,146,1.5
0.0722,58,147,1.5
0.0723333333333333,94,98,2.0
0.0743333333333333,94,97,2.0
0.0726,94,101,2.0
0.0736666666666666,94,102,2.0
0.08425,94,103,2.0
0.08475,94,104,2.0
0.086,94,105,2.0
0.0716666666666666,94,110,1.5
0.0854999999999999,96,163,2.0
0.076,94,126,2.0
0.0723333333333333,95,121,2.0
0.0755,95,125,2.0
0.0865,95,164,2.0
0.0785,96,140,2.0
0.09,96,141,2.0
0.0755999999999999,59,62,2.0
0.1011666666666666,59,63,2.0
0.102,59,64,2.0
0.0906,59,66,2.0
0.0808,60,67,2.0
0.0855,59,68,2.0
0.0958333333333333,59,69,2.0
0.0701666666666666,61,96,1.5
0.0714,59,70,2.0
0.0754,60,95,2.0
0.0824,59,73,2.0
0.0837499999999999,59,74,2.0
0.0716666666666666,61,68,2.0
0.0725,61,101,1.5
0.0784,59,84,2.0
0.0774,59,86,2.0
0.0749999999999999,61,96,2.0
0.0836666666666666,61,143,2.0
0.084,61,140,2.0
0.073,59,96,2.0
0.0808333333333333,61,66,2.0
0.0718,59,99,1.5
0.0894,59,100,1.5
0.07275,61,171,1.5
0.087,60,90,2.0
0.0856,59,102,1.5
0.0838333333333333,59,103,1.5
0.0862,59,104,1.5
0.0935,61,130,2.0
0.082,59,105,1.5
0.0715,59,107,1.5
0.07125,59,108,1.5
0.0922,59,109,1.5
0.092,59,110,1.5
0.0766666666666666,60,123,2.0
0.07325,60,119,2.0
0.07275,60,121,2.0
0.0853333333333333,59,123,2.0
0.0756666666666666,60,140,2.0
0.0895,59,177,2.0
0.087,61,74,2.0
0.0748,61,71,2.0
0.0745,60,62,2.0
0.0812499999999999,60,63,2.0
0.0878,60,64,2.0
0.07725,60,65,2.0
0.0913333333333333,60,68,2.0
0.0792,60,71,2.0
0.1026,60,72,2.0
0.0722,60,73,2.0
0.0785,60,74,2.0
0.0826,60,75,2.0
0.0778,60,79,2.0
0.0758333333333333,60,82,2.0
0.0708333333333333,61,89,1.5
0.0745,60,88,2.0
0.0747999999999999,60,96,2.0
0.0861666666666666,60,101,1.5
0.0731666666666666,60,103,1.5
0.0722,60,108,1.5
0.0816666666666666,60,109,1.5
0.07825,60,109,2.0
0.0735,60,110,1.5
0.0733333333333333,60,111,1.5
0.074,61,110,1.5
0.0715,60,116,2.0
0.0763333333333333,60,124,2.0
0.0796666666666666,60,152,2.0
0.0896666666666666,61,162,2.0
0.089,60,163,2.0
0.072,61,116,2.0
0.0999999999999999,61,175,2.0
0.0899999999999999,61,177,2.0
0.07475,60,178,1.5
0.0804,60,179,1.5
0.097,61,75,2.0
0.0712,61,77,2.0
0.0711666666666666,61,83,1.5
0.0805999999999999,61,86,2.0
0.0755,61,90,2.0
0.0711666666666666,61,102,1.5
0.0743333333333333,61,111,1.5
0.0789999999999999,61,129,2.0
0.07025,61,115,2.0
0.0753333333333333,61,141,2.0
0.0843333333333333,61,146,2.0
0.0846666666666666,61,145,2.0
0.0793333333333333,61,150,2.0
0.07225,61,172,1.5
0.0886,61,173,1.5
0.0882,61,174,1.5
0.0892,61,175,1.5
0.0812,61,177,1.5
0.0751666666666666,97,98,2.0
0.0832,97,103,2.0
0.0723333333333333,99,111,1.5
0.0718333333333333,97,115,1.5
0.0854999999999999,98,162,2.0
0.0726666666666666,99,112,1.5
0.089,98,111,2.0
0.0706,98,103,2.0
0.0716,98,104,2.0
0.0766666666666666,98,109,1.5
0.0788333333333333,98,110,1.5
0.0716666666666666,98,110,2.0
0.0785,98,111,1.5
0.0816666666666666,98,112,1.5
0.0813333333333333,98,112,2.0
0.091,98,113,2.0
0.0775999999999999,98,115,1.5
0.0756666666666666,99,173,1.5
0.071,99,105,1.5
0.0808333333333333,99,113,1.5
0.086,99,161,2.0
0.0866666666666666,99,162,2.0
0.0938333333333333,62,66,2.0
0.0852,62,67,2.0
0.0785999999999999,62,71,2.0
0.0716666666666666,64,77,2.0
0.072,62,84,2.0
0.0804,62,154,1.5
0.0762,62,92,1.5
0.0786666666666666,62,93,1.5
0.0826666666666666,63,127,2.0
0.0731666666666666,62,102,2.0
0.0745,62,104,2.0
0.0751666666666666,64,136,1.5
0.07425,62,107,2.0
0.07275,62,113,2.0
0.0989999999999999,64,143,2.0
0.0725,62,114,2.0
0.0745,62,115,1.5
0.0858,62,115,2.0
0.081,62,140,2.0
0.0741666666666666,62,116,1.5
0.0856,63,72,2.0
0.0896666666666666,64,110,2.0
0.0935,64,136,2.0
0.0804999999999999,62,129,2.0
0.0853333333333333,62,131,2.0
0.0996666666666666,64,144,2.0
0.08075,63,149,1.5
0.0843333333333333,63,143,2.0
0.0798,62,152,1.5
0.08125,63,156,1.5
0.0889999999999999,62,170,1.5
0.0736666666666666,64,135,1.5
0.0841666666666666,63,69,2.0
0.0772,63,70,2.0
0.0721666666666666,63,82,2.0
0.07225,63,83,2.0
0.0723999999999999,63,84,2.0
0.0703333333333333,63,87,2.0
0.0703999999999999,63,94,2.0
0.0708,63,95,2.0
0.08,64,152,2.0
0.0775,63,142,1.5
0.0871999999999999,63,104,2.0
0.0877999999999999,63,105,2.0
0.0798333333333333,63,106,1.5
0.079,63,107,2.0
0.0856666666666666,63,110,2.0
0.07175,63,112,2.0
0.094,64,145,2.0
0.0886,63,129,1.5
0.0761666666666666,63,132,1.5
0.095,64,133,2.0
0.0746,63,133,1.5
0.0771666666666666,63,139,1.5
0.0722,63,144,1.5
0.105,63,145,2.0
0.08775,63,147,2.0
0.088,63,148,2.0
0.0802,63,153,1.5
0.0733333333333333,63,169,1.5
0.08225,63,173,1.5
0.08175,63,174,1.5
0.07175,63,175,1.5
0.0876,64,70,2.0
0.0713333333333333,64,73,2.0
0.0854999999999999,64,80,2.0
0.075,64,108,2.0
0.07125,64,111,2.0
0.0738333333333333,64,126,1.5
0.0786666666666666,64,129,2.0
0.0744,64,133,1.5
0.0742,64,134,1.5
0.0765999999999999,65,69,2.0
0.0934,65,74,2.0
0.0868333333333333,65,82,2.0
0.08175,65,96,2.0
0.0745,65,108,2.0
0.0893333333333333,65,109,2.0
0.08625,65,110,2.0
0.0935,65,136,2.0
0.0704,65,123,1.5
0.0786666666666666,65,131,2.0
0.074,65,129,1.5
0.0989999999999999,65,137,2.0
0.08,65,144,2.0
0.0776,65,147,1.5
0.0716666666666666,65,149,1.5
0.0925,65,150,1.5
0.1045,65,151,1.5
0.095,65,152,1.5
0.0848333333333333,65,153,1.5
0.0809999999999999,65,154,2.0
0.0738,100,103,2.0
0.08725,100,107,2.0
0.0713333333333333,100,108,2.0
0.076,100,174,1.5
0.0813333333333333,100,109,1.5
0.0706666666666666,100,109,2.0
0.0833333333333333,101,112,1.5
0.0839999999999999,100,110,2.0
0.084,100,111,1.5
0.0818333333333333,100,112,1.5
0.09,101,126,2.0
0.0801666666666666,100,113,1.5
0.0723333333333333,100,114,2.0
0.086,100,162,2.0
0.0753333333333333,100,173,1.5
0.07325,101,104,2.0
0.0766666666666666,101,106,1.5
0.0773333333333333,101,110,1.5
0.0925,101,112,2.0
0.0791666666666666,101,113,1.5
0.0743333333333333,101,122,2.0
0.0736666666666666,101,127,2.0
0.0854999999999999,101,160,2.0
0.0786666666666666,101,161,1.5
0.0733333333333333,101,162,1.5
